날짜,종가,시가,고가,저가,거래량
2024-02-27,317500.0,445500.0,467500.0,288500.0,4366768.0
2024-02-28,304000.0,309500.0,316500.0,281500.0,1194118.0
2024-02-29,298000.0,303000.0,328000.0,293500.0,1148671.0
2024-03-04,299500.0,308500.0,312500.0,296500.0,479366.0
2024-03-05,277500.0,297000.0,299000.0,271500.0,466188.0
2024-03-06,286500.0,273000.0,292000.0,272500.0,393427.0
2024-03-07,264500.0,284000.0,285500.0,264500.0,329553.0
2024-03-08,262000.0,266500.0,274000.0,256500.0,298477.0
2024-03-11,250500.0,259500.0,262000.0,250000.0,215442.0
2024-03-12,252000.0,252500.0,259000.0,249000.0,151190.0
2024-03-13,287000.0,255000.0,298000.0,251000.0,1050984.0
2024-03-14,290000.0,289500.0,299000.0,276500.0,363969.0
2024-03-15,300500.0,290500.0,316000.0,286000.0,703183.0
2024-03-18,287000.0,297500.0,306500.0,286500.0,225312.0
2024-03-19,261500.0,289500.0,290000.0,261500.0,304746.0
2024-03-20,257000.0,260000.0,270000.0,255500.0,175043.0
2024-03-21,259000.0,258000.0,267000.0,257000.0,118554.0
2024-03-22,258500.0,266000.0,271000.0,258000.0,124715.0
2024-03-25,269000.0,258000.0,275000.0,251500.0,240026.0
2024-03-26,264500.0,269000.0,275500.0,262500.0,215642.0
2024-03-27,278500.0,245500.0,279000.0,245500.0,1034796.0
2024-03-28,262000.0,275500.0,278000.0,262000.0,257878.0
2024-03-29,250000.0,262000.0,266000.0,249500.0,314954.0
2024-04-01,251000.0,255500.0,260500.0,250000.0,220465.0
2024-04-02,256500.0,253500.0,259000.0,248000.0,166472.0
2024-04-03,251000.0,256500.0,257000.0,249000.0,125986.0
2024-04-04,250500.0,252000.0,253000.0,247000.0,112298.0
2024-04-05,233000.0,247500.0,248000.0,232000.0,222573.0
2024-04-08,217500.0,236000.0,237000.0,217000.0,184030.0
2024-04-09,222500.0,219000.0,230000.0,219000.0,110773.0
2024-04-11,236000.0,220000.0,236000.0,211500.0,168058.0
2024-04-12,241500.0,237500.0,242500.0,233000.0,100841.0
2024-04-15,237500.0,235000.0,239000.0,229500.0,75367.0
2024-04-16,233000.0,233000.0,235000.0,225000.0,66944.0
2024-04-17,252000.0,233500.0,254000.0,233500.0,231781.0
2024-04-18,248000.0,253500.0,253500.0,240000.0,165924.0
2024-04-19,239000.0,245000.0,259000.0,239000.0,257258.0
2024-04-22,238500.0,238000.0,244000.0,235500.0,63692.0
2024-04-23,232000.0,238500.0,244500.0,232000.0,97592.0
2024-04-24,234500.0,232000.0,235500.0,231000.0,68630.0
2024-04-25,250000.0,233500.0,254500.0,231000.0,263382.0
2024-04-26,249500.0,249500.0,252500.0,243500.0,121390.0
2024-04-29,270000.0,252000.0,279000.0,249500.0,1151681.0
2024-04-30,284000.0,274000.0,285000.0,271500.0,438776.0
2024-05-02,289000.0,289500.0,301000.0,281500.0,821579.0
2024-05-03,297000.0,290500.0,299500.0,288500.0,261926.0
2024-05-07,293500.0,299000.0,300000.0,286500.0,242746.0
2024-05-08,292000.0,301000.0,309000.0,287500.0,317918.0
2024-05-09,320000.0,290000.0,330000.0,288500.0,822129.0
2024-05-10,341500.0,323000.0,348500.0,317000.0,559605.0
2024-05-13,332500.0,346000.0,350000.0,321500.0,399094.0
2024-05-14,333500.0,338000.0,349000.0,331000.0,262614.0
2024-05-16,334000.0,334500.0,337500.0,324000.0,192934.0
2024-05-17,336000.0,334000.0,347500.0,329000.0,210355.0
2024-05-20,330500.0,338000.0,350000.0,329000.0,268859.0
2024-05-21,335500.0,329500.0,341500.0,323000.0,218192.0
2024-05-22,317500.0,332500.0,335500.0,317000.0,270775.0
2024-05-23,331500.0,315000.0,331500.0,309500.0,209029.0
2024-05-24,362000.0,328500.0,364000.0,326000.0,468525.0
2024-05-27,352000.0,358000.0,371000.0,346500.0,303472.0
2024-05-28,368500.0,359500.0,370500.0,358000.0,267153.0
2024-05-29,361500.0,370000.0,379000.0,358500.0,245365.0
2024-05-30,358500.0,367000.0,374500.0,350500.0,224153.0
2024-05-31,369500.0,368500.0,374000.0,362500.0,329159.0
2024-06-03,359500.0,369500.0,369500.0,338500.0,403329.0
2024-06-04,328500.0,359500.0,359500.0,326500.0,396300.0
2024-06-05,326000.0,323000.0,337000.0,321500.0,222714.0
2024-06-07,324500.0,326000.0,332500.0,318000.0,168819.0
2024-06-10,335000.0,325000.0,343000.0,325000.0,224270.0
2024-06-11,362000.0,337000.0,378000.0,335500.0,506463.0
2024-06-12,368500.0,364000.0,371500.0,351500.0,221735.0
2024-06-13,371000.0,373500.0,391500.0,358500.0,472184.0
2024-06-14,390000.0,389000.0,406500.0,381000.0,630570.0
2024-06-17,390000.0,386500.0,395000.0,377500.0,197105.0
2024-06-18,389500.0,386000.0,405000.0,383500.0,298332.0
2024-06-19,376000.0,392000.0,397500.0,365000.0,268708.0
2024-06-20,364500.0,373500.0,378500.0,360000.0,164038.0
2024-06-21,399000.0,369000.0,399500.0,367000.0,483977.0
2024-06-24,400000.0,397500.0,408000.0,384000.0,361411.0
2024-06-25,379000.0,395000.0,402000.0,378000.0,186025.0
2024-06-26,402500.0,378500.0,403500.0,375500.0,272794.0
2024-06-27,401500.0,400000.0,409500.0,394000.0,158962.0
2024-06-28,393000.0,400000.0,406000.0,392500.0,137332.0
2024-07-01,380000.0,399000.0,405500.0,380000.0,241028.0
2024-07-02,378000.0,382000.0,390000.0,357500.0,281195.0
2024-07-03,338500.0,379500.0,380000.0,335500.0,527818.0
2024-07-04,339000.0,337500.0,347500.0,331000.0,318880.0
2024-07-05,316500.0,339000.0,339000.0,316500.0,526040.0
2024-07-08,321500.0,313500.0,324500.0,313500.0,235574.0
2024-07-09,301000.0,321500.0,324000.0,301000.0,420865.0
2024-07-10,301500.0,302500.0,308000.0,294500.0,239019.0
2024-07-11,288500.0,301500.0,305000.0,285000.0,437417.0
2024-07-12,283500.0,288500.0,290000.0,280000.0,194811.0
2024-07-15,291000.0,288000.0,294500.0,286500.0,209968.0
2024-07-16,287500.0,294500.0,301000.0,286000.0,159253.0
2024-07-17,298500.0,291500.0,305000.0,288000.0,219007.0
2024-07-18,291500.0,298000.0,302000.0,290000.0,113305.0
2024-07-19,281500.0,293500.0,293500.0,281500.0,98420.0
2024-07-22,270000.0,281500.0,282500.0,267000.0,170822.0
2024-07-23,283000.0,272000.0,284000.0,264500.0,151663.0
2024-07-24,294000.0,286500.0,302500.0,286000.0,202515.0
2024-07-25,286000.0,289000.0,297000.0,285000.0,93214.0
2024-07-26,275500.0,285500.0,286500.0,274000.0,97528.0
2024-07-29,283000.0,274000.0,287000.0,274000.0,80554.0
2024-07-30,285500.0,283500.0,290500.0,280500.0,72615.0
2024-07-31,250500.0,290500.0,305500.0,250500.0,527119.0
2024-08-01,249500.0,251500.0,256000.0,244500.0,182995.0
2024-08-02,231500.0,243500.0,245000.0,228500.0,187146.0
2024-08-05,205000.0,222000.0,225000.0,191900.0,231067.0
2024-08-06,221000.0,207500.0,224500.0,207500.0,147974.0
2024-08-07,219000.0,218000.0,223500.0,212500.0,97425.0
2024-08-08,218000.0,216000.0,224500.0,213000.0,74089.0
2024-08-09,227000.0,221500.0,231500.0,220500.0,116624.0
2024-08-12,247000.0,231500.0,254000.0,231500.0,204234.0
2024-08-13,242000.0,247000.0,254500.0,238000.0,108212.0
2024-08-14,255500.0,246500.0,256000.0,244000.0,123460.0
2024-08-16,260500.0,260500.0,266000.0,258000.0,104760.0
2024-08-19,263500.0,257500.0,266000.0,252000.0,84846.0
2024-08-20,275000.0,267000.0,276000.0,264000.0,92792.0
2024-08-21,270000.0,273000.0,281500.0,265500.0,113307.0
2024-08-22,263000.0,270000.0,274500.0,260500.0,62877.0
2024-08-23,264500.0,257000.0,266500.0,256000.0,38952.0
2024-08-26,255000.0,264500.0,264500.0,253000.0,66769.0
2024-08-27,252000.0,250000.0,259000.0,249000.0,147724.0
2024-08-28,256000.0,255000.0,270000.0,252000.0,191735.0
2024-08-29,256500.0,256000.0,264000.0,252500.0,76577.0
2024-08-30,257000.0,256500.0,260000.0,253000.0,64988.0
2024-09-02,264500.0,270500.0,273000.0,260000.0,163657.0
2024-09-03,286500.0,265000.0,289500.0,262500.0,264501.0
2024-09-04,279500.0,276000.0,291000.0,275500.0,186247.0
2024-09-05,286000.0,285000.0,291000.0,277500.0,138917.0
2024-09-06,284500.0,283000.0,290500.0,276000.0,124947.0
2024-09-09,290500.0,280000.0,292500.0,280000.0,135595.0
2024-09-10,277500.0,293000.0,293000.0,277500.0,110320.0
2024-09-11,295000.0,279000.0,299000.0,279000.0,235512.0
2024-09-12,293500.0,297000.0,297500.0,287000.0,105702.0
2024-09-13,294500.0,294500.0,297000.0,291000.0,68870.0
2024-09-19,284500.0,294500.0,294500.0,279500.0,123577.0
2024-09-20,284500.0,284000.0,287500.0,277500.0,234748.0
2024-09-23,291500.0,298000.0,302500.0,289000.0,173863.0
2024-09-24,275500.0,291500.0,291500.0,275500.0,130526.0
2024-09-25,263500.0,275500.0,282000.0,261000.0,185083.0
2024-09-26,266000.0,263500.0,268500.0,257000.0,116568.0
2024-09-27,255000.0,265000.0,268500.0,255000.0,122259.0
2024-09-30,266500.0,255000.0,267000.0,253500.0,102421.0
2024-10-02,250500.0,261000.0,270000.0,250000.0,179337.0
2024-10-04,258500.0,254000.0,262000.0,251000.0,113260.0
2024-10-07,264000.0,257500.0,265000.0,257500.0,75216.0
2024-10-08,267000.0,263000.0,270000.0,261000.0,76995.0
2024-10-10,272000.0,268500.0,273000.0,265500.0,79515.0
2024-10-11,272500.0,270000.0,273500.0,268000.0,70936.0
2024-10-14,272500.0,272500.0,274500.0,268000.0,69466.0
2024-10-15,268000.0,273000.0,273500.0,266000.0,105732.0
2024-10-16,258000.0,265500.0,267500.0,256000.0,119395.0
2024-10-17,266500.0,256000.0,269000.0,256000.0,130339.0
2024-10-18,266500.0,0.0,0.0,0.0,0.0
2024-10-21,266500.0,0.0,0.0,0.0,0.0
2024-10-22,266500.0,0.0,0.0,0.0,0.0
2024-10-23,266500.0,0.0,0.0,0.0,0.0
2024-10-24,266500.0,0.0,0.0,0.0,0.0
2024-10-25,266500.0,0.0,0.0,0.0,0.0
2024-10-28,266500.0,0.0,0.0,0.0,0.0
2024-10-29,266500.0,0.0,0.0,0.0,0.0
2024-10-30,266500.0,0.0,0.0,0.0,0.0
2024-10-31,50100.0,53900.0,54200.0,49700.0,706639.0
2024-11-01,46300.0,50100.0,50100.0,46200.0,622175.0
2024-11-04,46650.0,46000.0,48000.0,46000.0,351741.0
2024-11-05,48550.0,46400.0,50700.0,46350.0,455881.0
2024-11-06,52200.0,49150.0,52600.0,48300.0,723758.0
2024-11-07,50500.0,52900.0,53000.0,49250.0,701777.0
2024-11-08,49200.0,51100.0,52100.0,49200.0,375051.0
2024-11-11,47100.0,49200.0,49250.0,45150.0,469670.0
2024-11-12,42050.0,46100.0,46450.0,42000.0,763383.0
2024-11-13,43000.0,42050.0,44050.0,41000.0,465871.0
2024-11-14,41900.0,42700.0,44350.0,41300.0,393450.0
2024-11-15,42950.0,40700.0,43250.0,39700.0,452101.0
2024-11-18,47400.0,42400.0,47650.0,42400.0,527552.0
2024-11-19,50000.0,47400.0,50000.0,47000.0,458770.0
2024-11-20,51500.0,50000.0,52400.0,49500.0,547455.0
2024-11-21,49100.0,51000.0,51600.0,49100.0,409540.0
2024-11-22,51400.0,50800.0,53200.0,50400.0,589046.0
2024-11-25,53100.0,52000.0,54400.0,52000.0,574155.0
2024-11-26,51500.0,54200.0,54300.0,50800.0,380799.0
2024-11-27,51200.0,51500.0,52700.0,50000.0,301346.0
2024-11-28,51400.0,50500.0,52000.0,50400.0,186065.0
2024-11-29,49250.0,51500.0,52700.0,49250.0,316692.0
2024-12-02,48950.0,49250.0,51000.0,48300.0,287940.0
2024-12-03,52600.0,48950.0,53400.0,48900.0,830198.0
2024-12-04,51100.0,51000.0,52900.0,49850.0,549582.0
2024-12-05,53600.0,52400.0,54900.0,51800.0,903700.0
2024-12-06,53800.0,54900.0,55000.0,50700.0,721156.0
2024-12-09,50500.0,52200.0,53700.0,50200.0,437926.0
2024-12-10,53900.0,50900.0,54300.0,50900.0,629303.0
2024-12-11,54900.0,55900.0,58400.0,53500.0,1341236.0
2024-12-12,55300.0,55600.0,56700.0,53800.0,1934684.0
2024-12-13,53800.0,55000.0,55900.0,53500.0,520692.0
2024-12-16,54300.0,53900.0,55400.0,52900.0,390099.0
2024-12-17,52800.0,54100.0,54200.0,52500.0,228601.0
2024-12-18,51600.0,53500.0,53500.0,51500.0,263421.0
2024-12-19,49500.0,50000.0,50700.0,49050.0,629317.0
2024-12-20,47250.0,49300.0,49400.0,47000.0,539098.0
2024-12-23,48150.0,47700.0,48750.0,47250.0,388208.0
2024-12-24,50900.0,48550.0,50900.0,47600.0,520069.0
2024-12-26,50200.0,51200.0,51500.0,50000.0,266654.0
