날짜,종가,시가,고가,저가,거래량
2024-05-08,163900.0,119900.0,166100.0,111500.0,15839203.0
2024-05-09,152300.0,170200.0,195000.0,152300.0,7369568.0
2024-05-10,180600.0,152100.0,180600.0,145600.0,7383735.0
2024-05-13,193400.0,180600.0,199200.0,175400.0,7464118.0
2024-05-14,205500.0,192400.0,207500.0,185400.0,3930226.0
2024-05-16,198600.0,202000.0,205500.0,193800.0,1385823.0
2024-05-17,196300.0,197400.0,201000.0,190200.0,1392900.0
2024-05-20,165000.0,194100.0,196300.0,164600.0,1749222.0
2024-05-21,166000.0,165600.0,173100.0,155400.0,1947448.0
2024-05-22,160100.0,164100.0,169900.0,159000.0,1177279.0
2024-05-23,149700.0,159000.0,159900.0,148500.0,915526.0
2024-05-24,148500.0,147700.0,157600.0,147500.0,1040127.0
2024-05-27,137000.0,150200.0,152700.0,135300.0,1295097.0
2024-05-28,134300.0,136800.0,141500.0,132100.0,1189522.0
2024-05-29,126200.0,134000.0,134900.0,126000.0,692470.0
2024-05-30,130400.0,125900.0,142000.0,125000.0,2695771.0
2024-05-31,131000.0,131400.0,135600.0,127200.0,867268.0
2024-06-03,132000.0,133500.0,136700.0,131300.0,509833.0
2024-06-04,143000.0,133400.0,146700.0,130300.0,1272727.0
2024-06-05,142800.0,142500.0,149100.0,139200.0,1059288.0
2024-06-07,131500.0,141600.0,145300.0,131500.0,633980.0
2024-06-10,136700.0,129300.0,142200.0,127200.0,808844.0
2024-06-11,137000.0,136900.0,140800.0,132500.0,405338.0
2024-06-12,145200.0,139000.0,147400.0,138200.0,649497.0
2024-06-13,149700.0,145200.0,156300.0,142500.0,794320.0
2024-06-14,158000.0,150800.0,160000.0,149500.0,627146.0
2024-06-17,149400.0,156100.0,159000.0,148600.0,273979.0
2024-06-18,144300.0,149300.0,150900.0,141300.0,250358.0
2024-06-19,143100.0,144800.0,151500.0,142500.0,265240.0
2024-06-20,143500.0,144400.0,147700.0,142900.0,147359.0
2024-06-21,138000.0,143400.0,143500.0,138000.0,177610.0
2024-06-24,138700.0,138500.0,142500.0,136000.0,192205.0
2024-06-25,138700.0,138700.0,142700.0,137500.0,209843.0
2024-06-26,134300.0,140500.0,141100.0,133900.0,191108.0
2024-06-27,129600.0,133800.0,133800.0,129500.0,165170.0
2024-06-28,130000.0,129900.0,131500.0,129400.0,77781.0
2024-07-01,126600.0,131100.0,134000.0,126100.0,184597.0
2024-07-02,118000.0,126600.0,127900.0,117800.0,268633.0
2024-07-03,122300.0,119300.0,122900.0,113600.0,274491.0
2024-07-04,118200.0,113000.0,125900.0,111500.0,170452.0
2024-07-05,117900.0,119600.0,121400.0,117000.0,108694.0
2024-07-08,119600.0,118000.0,123000.0,118000.0,123096.0
2024-07-09,117500.0,120100.0,121000.0,117100.0,100725.0
2024-07-10,116900.0,118300.0,119400.0,116800.0,100435.0
2024-07-11,118300.0,117500.0,118400.0,116000.0,107400.0
2024-07-12,123400.0,118500.0,124800.0,117000.0,223914.0
2024-07-15,124100.0,126000.0,126000.0,120600.0,120398.0
2024-07-16,122300.0,124900.0,125600.0,121500.0,105205.0
2024-07-17,136400.0,123500.0,140300.0,123000.0,1247026.0
2024-07-18,130900.0,133500.0,135300.0,126800.0,282548.0
2024-07-19,122900.0,130100.0,132700.0,122000.0,259086.0
2024-07-22,123000.0,121800.0,127100.0,121500.0,128300.0
2024-07-23,132700.0,124200.0,134800.0,123900.0,326240.0
2024-07-24,132700.0,135400.0,139300.0,130700.0,364407.0
2024-07-25,133200.0,131700.0,134700.0,127800.0,197656.0
2024-07-26,138900.0,134500.0,141100.0,134500.0,394551.0
2024-07-29,142300.0,140500.0,145000.0,135600.0,299851.0
2024-07-30,133700.0,143500.0,145000.0,133000.0,226484.0
2024-07-31,135500.0,133100.0,138600.0,132400.0,146089.0
2024-08-01,137300.0,136100.0,139700.0,134200.0,93509.0
2024-08-02,127200.0,133500.0,133700.0,127000.0,141825.0
2024-08-05,112100.0,122000.0,123300.0,107200.0,231495.0
2024-08-06,116800.0,113900.0,119800.0,111000.0,144202.0
2024-08-07,115100.0,117000.0,117200.0,114000.0,151984.0
2024-08-08,107100.0,102500.0,113600.0,102100.0,1030416.0
2024-08-09,123100.0,110500.0,124000.0,109600.0,609579.0
2024-08-12,121300.0,123100.0,123700.0,117200.0,264919.0
2024-08-13,113600.0,119800.0,121600.0,111400.0,328112.0
2024-08-14,111900.0,115900.0,115900.0,110700.0,229812.0
2024-08-16,112500.0,112900.0,115400.0,111900.0,158832.0
2024-08-19,113800.0,112800.0,117700.0,112500.0,199622.0
2024-08-20,112500.0,116100.0,117400.0,112100.0,205782.0
2024-08-21,112500.0,112600.0,112800.0,109600.0,118530.0
2024-08-22,108500.0,112000.0,112200.0,108400.0,176210.0
2024-08-23,109800.0,108000.0,111600.0,106200.0,134986.0
2024-08-26,107200.0,110200.0,110300.0,106900.0,95464.0
2024-08-27,107000.0,107200.0,110000.0,106800.0,71813.0
2024-08-28,103300.0,107500.0,107800.0,103000.0,114391.0
2024-08-29,103400.0,103300.0,105600.0,102300.0,99455.0
2024-08-30,104100.0,103300.0,104700.0,102800.0,82846.0
2024-09-02,106900.0,104900.0,107300.0,102100.0,106277.0
2024-09-03,109000.0,107500.0,111600.0,107300.0,166915.0
2024-09-04,106000.0,105000.0,107300.0,103000.0,129517.0
2024-09-05,103400.0,106900.0,109300.0,103100.0,151602.0
2024-09-06,102900.0,103500.0,105700.0,102100.0,117797.0
2024-09-09,101700.0,100200.0,103500.0,99500.0,91535.0
2024-09-10,100300.0,103400.0,103400.0,100100.0,55023.0
2024-09-11,100100.0,101900.0,101900.0,99900.0,54635.0
2024-09-12,106700.0,101300.0,109200.0,100800.0,154457.0
2024-09-13,105500.0,106400.0,107600.0,104200.0,62512.0
2024-09-19,106600.0,107600.0,109500.0,106400.0,68116.0
2024-09-20,108800.0,108600.0,109800.0,107500.0,71204.0
2024-09-23,110900.0,110700.0,111700.0,109600.0,79469.0
2024-09-24,109700.0,111500.0,111500.0,109100.0,59746.0
2024-09-25,109000.0,109800.0,112200.0,108700.0,77211.0
2024-09-26,110300.0,109900.0,110700.0,108100.0,58791.0
2024-09-27,106300.0,110800.0,110900.0,105800.0,116947.0
2024-09-30,103700.0,105500.0,106900.0,103400.0,82550.0
2024-10-02,103700.0,102800.0,104900.0,101900.0,67121.0
2024-10-04,104300.0,102600.0,105000.0,102600.0,39798.0
2024-10-07,105100.0,104100.0,105900.0,103500.0,40168.0
2024-10-08,105800.0,105200.0,106200.0,104000.0,31254.0
2024-10-10,106900.0,107000.0,108000.0,106400.0,59030.0
2024-10-11,108300.0,107200.0,111800.0,107100.0,160870.0
2024-10-14,112200.0,109000.0,114200.0,108700.0,167001.0
2024-10-15,112800.0,112400.0,114100.0,111500.0,77445.0
2024-10-16,113800.0,112400.0,114200.0,110600.0,78415.0
2024-10-17,120700.0,114500.0,121900.0,113600.0,267417.0
2024-10-18,122000.0,120300.0,126200.0,120000.0,294380.0
2024-10-21,124000.0,121600.0,125300.0,120300.0,140488.0
2024-10-22,124100.0,124000.0,126000.0,121000.0,130073.0
2024-10-23,126900.0,125100.0,132000.0,122800.0,568555.0
2024-10-24,126600.0,126200.0,130000.0,124600.0,214323.0
2024-10-25,134200.0,127500.0,134500.0,125900.0,237701.0
2024-10-28,134500.0,135100.0,137100.0,131500.0,167112.0
2024-10-29,144300.0,136400.0,144500.0,135600.0,356657.0
2024-10-30,144600.0,144400.0,147700.0,139200.0,215010.0
2024-10-31,137300.0,142600.0,145800.0,135100.0,201357.0
2024-11-01,133900.0,133000.0,137300.0,131800.0,110589.0
2024-11-04,135600.0,133000.0,136200.0,129100.0,141552.0
2024-11-05,138600.0,135600.0,142400.0,134200.0,157710.0
2024-11-06,139400.0,141000.0,141000.0,132400.0,186003.0
2024-11-07,150700.0,138900.0,154000.0,137600.0,575365.0
2024-11-08,150500.0,148600.0,154100.0,142100.0,545170.0
2024-11-11,150100.0,149000.0,153100.0,146500.0,236733.0
2024-11-12,146500.0,149500.0,150800.0,145800.0,164148.0
2024-11-13,142700.0,145900.0,145900.0,139300.0,149598.0
2024-11-14,154500.0,141300.0,155400.0,141200.0,245029.0
2024-11-15,152000.0,153000.0,153500.0,148900.0,138418.0
2024-11-18,146800.0,151300.0,151400.0,144800.0,110850.0
2024-11-19,148000.0,147600.0,153800.0,147500.0,142551.0
2024-11-20,153300.0,149300.0,154000.0,146700.0,123328.0
2024-11-21,144000.0,154000.0,158900.0,144000.0,192860.0
2024-11-22,143500.0,143700.0,145600.0,140100.0,139126.0
2024-11-25,146900.0,143100.0,148200.0,142900.0,95048.0
2024-11-26,137700.0,146900.0,146900.0,137000.0,176631.0
2024-11-27,139500.0,139000.0,140700.0,138100.0,76367.0
2024-11-28,132000.0,139500.0,139900.0,131200.0,150773.0
2024-11-29,133300.0,132000.0,134800.0,129000.0,91657.0
2024-12-02,130400.0,133300.0,134000.0,128900.0,73139.0
2024-12-03,132800.0,129600.0,134700.0,129300.0,81468.0
2024-12-04,136700.0,129900.0,139400.0,129800.0,181634.0
