날짜,종가,시가,고가,저가,거래량
2024-08-06,100065.0,100050.0,100070.0,100050.0,61408.0
2024-08-07,100065.0,100065.0,100065.0,100060.0,49556.0
2024-08-08,100080.0,100075.0,100080.0,100075.0,54722.0
2024-08-09,100110.0,100105.0,100110.0,100105.0,174118.0
2024-08-12,100120.0,100120.0,100120.0,100115.0,63703.0
2024-08-13,100135.0,100140.0,100140.0,100135.0,60061.0
2024-08-14,100160.0,100155.0,100160.0,100155.0,64555.0
2024-08-16,100190.0,100190.0,100190.0,100185.0,68506.0
2024-08-19,100200.0,100195.0,100200.0,100195.0,86844.0
2024-08-20,100210.0,100210.0,100210.0,100205.0,74472.0
2024-08-21,100215.0,100220.0,100220.0,100215.0,61613.0
2024-08-22,100230.0,100230.0,100230.0,100225.0,67496.0
2024-08-23,100260.0,100255.0,100260.0,100255.0,68718.0
2024-08-26,100270.0,100265.0,100270.0,100265.0,66014.0
2024-08-27,100275.0,100270.0,100275.0,100270.0,61631.0
2024-08-28,100285.0,100285.0,100285.0,100280.0,90045.0
2024-08-29,100295.0,100290.0,100295.0,100290.0,115411.0
2024-08-30,100325.0,100320.0,100325.0,100320.0,34634.0
2024-09-02,100335.0,100335.0,100335.0,100330.0,100638.0
2024-09-03,100350.0,100345.0,100350.0,100345.0,87954.0
2024-09-04,100360.0,100355.0,100360.0,100355.0,121766.0
2024-09-05,100370.0,100365.0,100370.0,100365.0,129638.0
2024-09-06,100400.0,100395.0,100400.0,100395.0,135394.0
2024-09-09,100410.0,100405.0,100410.0,100405.0,27297.0
2024-09-10,100420.0,100415.0,100420.0,100415.0,11442.0
2024-09-11,100430.0,100425.0,100430.0,100425.0,18929.0
2024-09-12,100450.0,100445.0,100450.0,100445.0,129477.0
2024-09-13,100500.0,100500.0,100500.0,100495.0,27866.0
2024-09-19,100510.0,100505.0,100510.0,100505.0,39032.0
2024-09-20,100535.0,100530.0,100535.0,100530.0,23456.0
2024-09-23,100540.0,100540.0,100545.0,100540.0,16167.0
2024-09-24,100560.0,100555.0,100560.0,100555.0,14684.0
2024-09-25,100570.0,100565.0,100570.0,100565.0,16941.0
