날짜,종가,시가,고가,저가,거래량
2021-04-21,303000.0,296000.0,308000.0,291000.0,419520.0
2021-04-22,300000.0,305500.0,306000.0,298000.0,363684.0
2021-04-23,296000.0,295500.0,301500.0,292500.0,251396.0
2021-04-26,294000.0,299000.0,299000.0,291500.0,284298.0
2021-04-27,288000.0,294000.0,294000.0,286500.0,298269.0
2021-04-28,279500.0,288500.0,289000.0,279000.0,302504.0
2021-04-29,284000.0,280000.0,288000.0,278000.0,259674.0
2021-04-30,276000.0,284000.0,284000.0,276000.0,208033.0
2021-05-03,274000.0,275000.0,280500.0,273000.0,165240.0
2021-05-04,279000.0,279500.0,290500.0,274500.0,353916.0
2021-05-06,280500.0,276500.0,281500.0,273000.0,179636.0
2021-05-07,282500.0,280000.0,286000.0,277000.0,137156.0
2021-05-10,289500.0,288000.0,291500.0,284500.0,254561.0
2021-05-11,281000.0,288000.0,288500.0,279000.0,255525.0
2021-05-12,272000.0,281500.0,282500.0,269000.0,322532.0
2021-05-13,264000.0,265000.0,271500.0,263500.0,314611.0
2021-05-14,270000.0,266000.0,271500.0,264500.0,173146.0
2021-05-17,268500.0,273500.0,274000.0,266000.0,140523.0
2021-05-18,269500.0,273000.0,274000.0,269000.0,119553.0
2021-05-20,270000.0,267000.0,271000.0,266000.0,130280.0
2021-05-21,269500.0,271500.0,274500.0,268500.0,132697.0
2021-05-24,265000.0,269500.0,270500.0,265000.0,146738.0
2021-05-25,269500.0,267000.0,269500.0,265500.0,163346.0
2021-05-26,267000.0,270000.0,271000.0,266000.0,123667.0
2021-05-27,260500.0,267000.0,267500.0,260500.0,579664.0
2021-05-28,265500.0,262500.0,268500.0,261000.0,168503.0
2021-05-31,265000.0,265500.0,266500.0,262000.0,143344.0
2021-06-01,268500.0,265000.0,272000.0,265000.0,154636.0
2021-06-02,270500.0,268500.0,271500.0,266500.0,146791.0
2021-06-03,272000.0,270000.0,274500.0,270000.0,192929.0
2021-06-04,270000.0,270000.0,273500.0,268000.0,160789.0
2021-06-07,271000.0,272500.0,272500.0,268500.0,123611.0
2021-06-08,269500.0,270000.0,271500.0,269000.0,123730.0
2021-06-09,269000.0,270500.0,272500.0,269000.0,129583.0
2021-06-10,281500.0,272000.0,286500.0,269000.0,689263.0
2021-06-11,286500.0,286000.0,290000.0,281500.0,363787.0
2021-06-14,287500.0,288500.0,292000.0,285000.0,219730.0
2021-06-15,287000.0,289500.0,289500.0,285000.0,152424.0
2021-06-16,285500.0,286000.0,288000.0,284000.0,119449.0
2021-06-17,285000.0,283000.0,289000.0,281500.0,165574.0
2021-06-18,282000.0,284000.0,286000.0,279500.0,223815.0
2021-06-21,275000.0,278000.0,280000.0,274500.0,191166.0
2021-06-22,275500.0,277000.0,279500.0,275500.0,113251.0
2021-06-23,285500.0,279500.0,287000.0,277000.0,309851.0
2021-06-24,287500.0,287000.0,291500.0,284500.0,246436.0
2021-06-25,290000.0,289000.0,293000.0,286000.0,238105.0
2021-06-28,286500.0,289500.0,290000.0,286000.0,112784.0
2021-06-29,281500.0,285000.0,286000.0,281500.0,136759.0
2021-06-30,282500.0,280000.0,285000.0,280000.0,114943.0
2021-07-01,276500.0,282500.0,284000.0,276500.0,200282.0
2021-07-02,276000.0,275500.0,279500.0,275000.0,93180.0
2021-07-05,277000.0,277500.0,280500.0,276000.0,102483.0
2021-07-06,277000.0,277500.0,279500.0,277000.0,86381.0
2021-07-07,275000.0,276500.0,276500.0,272500.0,133578.0
2021-07-08,272500.0,275500.0,279000.0,272500.0,179705.0
2021-07-09,270000.0,270000.0,272500.0,266500.0,199247.0
2021-07-12,278000.0,272000.0,279000.0,271000.0,122937.0
2021-07-13,282500.0,279000.0,284000.0,278500.0,175832.0
2021-07-14,279500.0,280500.0,281000.0,275500.0,110210.0
2021-07-15,278000.0,279000.0,282000.0,277000.0,98934.0
2021-07-16,277500.0,278000.0,279000.0,275000.0,102022.0
2021-07-19,273000.0,274000.0,275000.0,272500.0,100816.0
2021-07-20,272000.0,268000.0,275500.0,268000.0,126171.0
2021-07-21,270000.0,273000.0,274000.0,270000.0,112014.0
2021-07-22,277500.0,272500.0,277500.0,272000.0,116557.0
2021-07-23,275500.0,277500.0,279000.0,274000.0,82276.0
2021-07-26,271000.0,275500.0,275500.0,271000.0,107225.0
2021-07-27,271500.0,273000.0,275000.0,271000.0,70370.0
2021-07-28,273500.0,270000.0,274000.0,270000.0,99088.0
2021-07-29,273000.0,274000.0,277000.0,272000.0,90222.0
2021-07-30,268000.0,271500.0,272000.0,268000.0,176072.0
2021-08-02,271500.0,268000.0,272500.0,264000.0,100462.0
2021-08-03,273000.0,270500.0,273000.0,269000.0,93594.0
2021-08-04,277000.0,271500.0,277000.0,270000.0,130351.0
2021-08-05,277000.0,275500.0,280500.0,275000.0,119078.0
2021-08-06,278500.0,276000.0,280000.0,274500.0,96653.0
2021-08-09,273500.0,275000.0,280000.0,272500.0,142079.0
2021-08-10,274000.0,273500.0,280000.0,272000.0,152383.0
2021-08-11,272500.0,274500.0,275500.0,271000.0,107088.0
2021-08-12,271500.0,274000.0,276000.0,271500.0,143290.0
2021-08-13,266500.0,275000.0,275000.0,265500.0,203139.0
2021-08-17,259000.0,264500.0,266500.0,258000.0,215909.0
2021-08-18,267000.0,258000.0,268000.0,257500.0,142200.0
2021-08-19,259000.0,263500.0,268000.0,257500.0,155221.0
2021-08-20,259500.0,260000.0,266000.0,256500.0,196208.0
2021-08-23,270000.0,278000.0,283000.0,268500.0,1093300.0
2021-08-24,265000.0,273000.0,273500.0,260500.0,437438.0
2021-08-25,262500.0,264000.0,264500.0,260000.0,234325.0
2021-08-26,261500.0,263500.0,265000.0,260000.0,201252.0
2021-08-27,261000.0,261500.0,263000.0,260000.0,156884.0
2021-08-30,258500.0,262500.0,263500.0,258000.0,218033.0
2021-08-31,263500.0,258000.0,263500.0,256000.0,243714.0
2021-09-01,263500.0,263000.0,266000.0,261000.0,204964.0
2021-09-02,262000.0,263500.0,267500.0,261500.0,218545.0
2021-09-03,265000.0,262000.0,266500.0,261500.0,167175.0
2021-09-06,268000.0,264500.0,269500.0,264000.0,152000.0
2021-09-07,266500.0,266000.0,269000.0,265000.0,110368.0
2021-09-08,265000.0,264500.0,267000.0,263000.0,138276.0
2021-09-09,260500.0,264000.0,268000.0,260500.0,250269.0
2021-09-10,263000.0,263000.0,264500.0,260500.0,139228.0
2021-09-13,265000.0,262000.0,265000.0,261000.0,166667.0
2021-09-14,268500.0,265500.0,270000.0,264000.0,220160.0
2021-09-15,276000.0,270500.0,279500.0,267000.0,482333.0
2021-09-16,271500.0,279000.0,279500.0,270500.0,281369.0
2021-09-17,273500.0,272500.0,278000.0,269000.0,314171.0
2021-09-23,271500.0,269500.0,274500.0,267500.0,188668.0
2021-09-24,269000.0,273500.0,273500.0,268000.0,156348.0
2021-09-27,266500.0,266000.0,269000.0,263000.0,189366.0
2021-09-28,262500.0,266500.0,267000.0,260000.0,278724.0
2021-09-29,261000.0,257000.0,262000.0,257000.0,193809.0
2021-09-30,268000.0,259000.0,271000.0,259000.0,258303.0
2021-10-01,262500.0,265000.0,266500.0,260500.0,138427.0
2021-10-05,262000.0,259500.0,264500.0,257500.0,177276.0
2021-10-06,259500.0,262500.0,266000.0,259500.0,202086.0
2021-10-07,259500.0,262000.0,264500.0,259000.0,146964.0
2021-10-08,257000.0,260000.0,261500.0,256000.0,170696.0
2021-10-12,257500.0,256500.0,260000.0,254000.0,120749.0
2021-10-13,264000.0,259500.0,265000.0,259000.0,182387.0
2021-10-14,265500.0,268000.0,268500.0,263000.0,143424.0
2021-10-15,263000.0,264500.0,266500.0,262500.0,97544.0
2021-10-18,261000.0,264000.0,264500.0,260000.0,109915.0
2021-10-19,260000.0,262500.0,263000.0,258500.0,137157.0
2021-10-20,258500.0,260500.0,261500.0,258000.0,106897.0
2021-10-21,254500.0,258000.0,258500.0,254000.0,166314.0
2021-10-22,252000.0,254500.0,254500.0,250500.0,178997.0
2021-10-25,254000.0,252000.0,254500.0,249000.0,148158.0
2021-10-26,256000.0,254000.0,256500.0,252500.0,130192.0
2021-10-27,252500.0,255500.0,256000.0,252000.0,101892.0
2021-10-28,247000.0,252500.0,252500.0,247000.0,185324.0
2021-10-29,243000.0,247500.0,248500.0,243000.0,143591.0
2021-11-01,243000.0,244000.0,247500.0,242000.0,102483.0
2021-11-02,248500.0,244000.0,251000.0,244000.0,141282.0
2021-11-03,248500.0,248500.0,251000.0,248000.0,106366.0
2021-11-04,249500.0,251000.0,253500.0,249000.0,109451.0
2021-11-05,247500.0,250000.0,252000.0,244000.0,378328.0
2021-11-08,245000.0,248000.0,248000.0,242500.0,166797.0
2021-11-09,241500.0,244000.0,247500.0,240500.0,176059.0
2021-11-10,235500.0,240500.0,240500.0,234000.0,236676.0
2021-11-11,233000.0,235500.0,236000.0,230500.0,228952.0
2021-11-12,247000.0,235000.0,248500.0,233000.0,401116.0
2021-11-15,248000.0,244500.0,250000.0,244500.0,186329.0
2021-11-16,251000.0,248500.0,260000.0,248500.0,479621.0
2021-11-17,254500.0,259000.0,262500.0,254000.0,485404.0
2021-11-18,246500.0,255500.0,255500.0,246500.0,199322.0
2021-11-19,246000.0,245500.0,250500.0,244500.0,165353.0
2021-11-22,248000.0,245500.0,250500.0,244500.0,116575.0
2021-11-23,243500.0,245500.0,248000.0,242000.0,133632.0
2021-11-24,260500.0,243500.0,262000.0,243500.0,616300.0
2021-11-25,263500.0,258500.0,264000.0,256500.0,375026.0
2021-11-26,255500.0,262000.0,262000.0,252000.0,1048104.0
2021-11-29,254500.0,252000.0,259500.0,249000.0,283273.0
2021-11-30,259500.0,258500.0,264000.0,249500.0,565864.0
2021-12-01,259500.0,259500.0,264500.0,255500.0,253412.0
2021-12-02,264000.0,259500.0,264000.0,255500.0,199381.0
2021-12-03,267000.0,263500.0,268000.0,262500.0,199312.0
2021-12-06,266000.0,267000.0,267000.0,261000.0,142333.0
2021-12-07,266000.0,263000.0,266000.0,262500.0,124948.0
2021-12-08,266000.0,267000.0,271500.0,264500.0,169667.0
2021-12-09,265000.0,265500.0,267500.0,263000.0,234469.0
2021-12-10,265000.0,264000.0,267000.0,263000.0,92282.0
2021-12-13,265000.0,265500.0,269500.0,264000.0,113128.0
2021-12-14,262000.0,263000.0,264500.0,259000.0,113558.0
2021-12-15,257000.0,261000.0,262000.0,254000.0,179358.0
2021-12-16,259000.0,258500.0,262000.0,255500.0,129021.0
2021-12-17,264000.0,257000.0,264000.0,256000.0,141934.0
2021-12-20,262500.0,262000.0,266000.0,259000.0,145228.0
2021-12-21,259000.0,264000.0,265000.0,259000.0,99596.0
2021-12-22,256000.0,259500.0,260500.0,253500.0,130526.0
2021-12-23,255000.0,256000.0,257000.0,254000.0,92372.0
2021-12-24,255000.0,255000.0,257500.0,254500.0,95599.0
2021-12-27,256000.0,255000.0,257500.0,252500.0,190821.0
2021-12-28,255500.0,255500.0,257500.0,254000.0,267116.0
2021-12-29,255000.0,253500.0,257500.0,250500.0,189391.0
2021-12-30,251000.0,254000.0,254000.0,248500.0,187005.0
2022-01-03,255500.0,252500.0,260000.0,252500.0,171890.0
2022-01-04,256000.0,256000.0,257000.0,252500.0,147236.0
2022-01-05,251500.0,253500.0,256000.0,249500.0,194984.0
2022-01-06,244000.0,247500.0,250000.0,243500.0,249886.0
2022-01-07,245500.0,243500.0,247500.0,243000.0,178726.0
2022-01-10,244000.0,245500.0,249000.0,242500.0,142238.0
2022-01-11,239500.0,242500.0,245000.0,239000.0,154393.0
2022-01-12,249000.0,241500.0,249500.0,241000.0,174343.0
2022-01-13,247000.0,248000.0,250500.0,246000.0,112034.0
2022-01-14,244000.0,243500.0,247000.0,243000.0,89307.0
2022-01-17,241500.0,243000.0,244000.0,240000.0,81514.0
2022-01-18,238500.0,241000.0,242500.0,238000.0,98458.0
2022-01-19,235500.0,235000.0,240000.0,234000.0,128176.0
2022-01-20,237500.0,236000.0,239500.0,234500.0,99734.0
2022-01-21,234000.0,235000.0,235500.0,230500.0,156643.0
2022-01-24,229500.0,232500.0,234000.0,227000.0,148808.0
2022-01-25,224000.0,230000.0,231500.0,220000.0,208637.0
2022-01-26,219500.0,224000.0,225000.0,219500.0,129794.0
2022-01-27,210000.0,221000.0,221500.0,210000.0,274447.0
2022-01-28,218500.0,210000.0,220500.0,203500.0,269071.0
2022-02-03,223500.0,222500.0,228000.0,221000.0,175088.0
2022-02-04,224000.0,222500.0,225000.0,220000.0,130985.0
2022-02-07,223000.0,224000.0,224000.0,219000.0,119763.0
2022-02-08,220500.0,224500.0,227000.0,219000.0,140728.0
2022-02-09,223000.0,223000.0,224000.0,220500.0,124971.0
2022-02-10,225500.0,224500.0,228000.0,221500.0,189155.0
2022-02-11,223000.0,222500.0,225500.0,221500.0,128799.0
2022-02-14,221500.0,220000.0,223500.0,217000.0,128676.0
2022-02-15,218000.0,219000.0,221500.0,217000.0,108306.0
2022-02-16,223000.0,221000.0,224000.0,220000.0,71012.0
2022-02-17,224000.0,224000.0,228000.0,221000.0,131546.0
2022-02-18,225500.0,221000.0,226000.0,220500.0,89856.0
2022-02-21,225500.0,222000.0,227500.0,220500.0,93278.0
2022-02-22,221500.0,221500.0,224500.0,220500.0,121950.0
2022-02-23,227000.0,223000.0,231000.0,222500.0,131139.0
2022-02-24,222500.0,223000.0,226500.0,221000.0,106135.0
2022-02-25,222000.0,224000.0,227000.0,222000.0,108572.0
