날짜,종가,시가,고가,저가,거래량
2021-04-21,9880.0,10100.0,10150.0,9870.0,2370107.0
2021-04-22,9870.0,9960.0,9980.0,9860.0,1396193.0
2021-04-23,9970.0,9850.0,10050.0,9760.0,1308716.0
2021-04-26,10050.0,10050.0,10150.0,9990.0,1426059.0
2021-04-27,10050.0,10100.0,10100.0,9970.0,1340236.0
2021-04-28,9990.0,10100.0,10200.0,9990.0,1953148.0
2021-04-29,9880.0,10050.0,10050.0,9850.0,1503543.0
2021-04-30,10000.0,9950.0,10150.0,9880.0,2403337.0
2021-05-03,9730.0,9980.0,10000.0,9710.0,2304505.0
2021-05-04,9680.0,9700.0,9770.0,9630.0,1717865.0
2021-05-06,10100.0,9680.0,10100.0,9630.0,3072217.0
2021-05-07,10200.0,10300.0,10350.0,10150.0,2094094.0
2021-05-10,10800.0,10350.0,10900.0,10300.0,9102554.0
2021-05-11,10650.0,10750.0,10950.0,10500.0,3192026.0
2021-05-12,10200.0,10600.0,10600.0,10000.0,4638973.0
2021-05-13,10000.0,9940.0,10250.0,9920.0,3495640.0
2021-05-14,10100.0,10100.0,10200.0,10000.0,1931964.0
2021-05-17,9970.0,10250.0,10250.0,9960.0,2118186.0
2021-05-18,10250.0,10050.0,10250.0,10000.0,1643074.0
2021-05-20,10000.0,10100.0,10150.0,9970.0,2312237.0
2021-05-21,10000.0,10100.0,10250.0,9980.0,2015088.0
2021-05-24,10000.0,10000.0,10100.0,9970.0,1411841.0
2021-05-25,10050.0,10100.0,10100.0,10000.0,916518.0
2021-05-26,9980.0,10050.0,10100.0,9950.0,1454848.0
2021-05-27,9860.0,9990.0,9990.0,9850.0,2979378.0
2021-05-28,9860.0,9900.0,9910.0,9800.0,1725129.0
2021-05-31,9900.0,9890.0,9900.0,9800.0,1409988.0
2021-06-01,10000.0,9910.0,10050.0,9870.0,1610550.0
2021-06-02,9940.0,10000.0,10050.0,9930.0,1592948.0
2021-06-03,10000.0,9970.0,10050.0,9970.0,1393675.0
2021-06-04,9960.0,10000.0,10050.0,9930.0,1564619.0
2021-06-07,10000.0,10050.0,10050.0,9930.0,1414939.0
2021-06-08,9970.0,9990.0,10050.0,9960.0,1274383.0
2021-06-09,9810.0,10000.0,10000.0,9810.0,2630003.0
2021-06-10,9670.0,9810.0,9820.0,9640.0,4082723.0
2021-06-11,9600.0,9680.0,9740.0,9550.0,2807413.0
2021-06-14,9530.0,9590.0,9610.0,9520.0,1441250.0
2021-06-15,9570.0,9570.0,9600.0,9530.0,1334525.0
2021-06-16,9640.0,9570.0,9710.0,9540.0,1811355.0
2021-06-17,9520.0,9580.0,9590.0,9510.0,1934563.0
2021-06-18,9500.0,9510.0,9560.0,9410.0,2867002.0
2021-06-21,9370.0,9410.0,9440.0,9360.0,1490672.0
2021-06-22,9460.0,9460.0,9500.0,9430.0,1080145.0
2021-06-23,9380.0,9490.0,9510.0,9380.0,1291362.0
2021-06-24,9380.0,9380.0,9440.0,9340.0,1269930.0
