날짜,종가,시가,고가,저가,거래량
2021-04-21,83300.0,83700.0,84300.0,83200.0,590751.0
2021-04-22,82900.0,83300.0,83500.0,82700.0,455878.0
2021-04-23,82900.0,82600.0,83100.0,82100.0,334636.0
2021-04-26,83200.0,83000.0,83400.0,82600.0,366931.0
2021-04-27,82700.0,83200.0,83300.0,82700.0,294049.0
2021-04-28,82900.0,82800.0,83300.0,82600.0,426978.0
2021-04-29,82500.0,83000.0,83300.0,82500.0,356717.0
2021-04-30,82400.0,82500.0,83200.0,82400.0,425902.0
2021-05-03,83300.0,83100.0,83500.0,82600.0,426053.0
2021-05-04,82800.0,83300.0,83700.0,82700.0,443536.0
2021-05-06,83200.0,83000.0,83200.0,82700.0,440158.0
2021-05-07,83900.0,83300.0,84200.0,83300.0,624010.0
2021-05-10,83800.0,84000.0,84200.0,83700.0,542184.0
2021-05-11,84400.0,83800.0,84600.0,83000.0,695777.0
2021-05-12,82600.0,84400.0,84500.0,82300.0,873616.0
2021-05-13,82000.0,82000.0,82800.0,81400.0,906987.0
2021-05-14,82300.0,82300.0,82800.0,82000.0,366829.0
2021-05-17,82700.0,82700.0,82900.0,82200.0,363265.0
2021-05-18,82800.0,83000.0,83400.0,82700.0,358909.0
2021-05-20,82800.0,82600.0,83100.0,82500.0,423291.0
2021-05-21,82500.0,82900.0,83400.0,82500.0,399172.0
2021-05-24,82500.0,82400.0,82600.0,82200.0,446091.0
2021-05-25,82700.0,82400.0,82800.0,82300.0,452164.0
2021-05-26,83200.0,82900.0,83500.0,82700.0,506884.0
2021-05-27,83900.0,83500.0,83900.0,83300.0,1091482.0
2021-05-28,83700.0,83600.0,84200.0,83500.0,447149.0
2021-05-31,84300.0,83700.0,84500.0,83600.0,589678.0
2021-06-01,85300.0,84500.0,85500.0,84400.0,727684.0
2021-06-02,85000.0,85300.0,85400.0,84500.0,439596.0
2021-06-03,83800.0,84700.0,85000.0,83800.0,697800.0
2021-06-04,83600.0,83600.0,83900.0,83300.0,487387.0
2021-06-07,84500.0,84000.0,84700.0,83700.0,459390.0
2021-06-08,85000.0,84700.0,85200.0,84600.0,506186.0
2021-06-09,84300.0,85000.0,85200.0,84200.0,420131.0
2021-06-10,83900.0,84400.0,84700.0,83900.0,536708.0
2021-06-11,84400.0,83900.0,84500.0,83800.0,381544.0
2021-06-14,84300.0,84600.0,84800.0,84200.0,309273.0
2021-06-15,85100.0,84300.0,85100.0,84300.0,445779.0
2021-06-16,85200.0,85100.0,85300.0,84600.0,370734.0
2021-06-17,84700.0,85000.0,85200.0,84700.0,443301.0
2021-06-18,85000.0,84800.0,85100.0,84400.0,395532.0
2021-06-21,84400.0,84800.0,85200.0,84300.0,536723.0
2021-06-22,84000.0,84600.0,84800.0,84000.0,567213.0
2021-06-23,83900.0,84100.0,84300.0,83900.0,397338.0
2021-06-24,84500.0,84000.0,84500.0,83900.0,416767.0
2021-06-25,84700.0,84500.0,85000.0,84400.0,459357.0
2021-06-28,84700.0,84800.0,84900.0,84300.0,370265.0
2021-06-29,84300.0,84600.0,84800.0,84200.0,438738.0
2021-06-30,84400.0,84400.0,84600.0,84200.0,437308.0
2021-07-01,84500.0,84400.0,84600.0,84300.0,412780.0
2021-07-02,84500.0,84400.0,84500.0,84100.0,268391.0
2021-07-05,84200.0,84500.0,84600.0,84100.0,301792.0
2021-07-06,84200.0,84200.0,84400.0,84100.0,270768.0
2021-07-07,83600.0,84000.0,84100.0,83500.0,539627.0
2021-07-08,83000.0,83600.0,83700.0,83000.0,576366.0
2021-07-09,82200.0,82600.0,82800.0,82000.0,835703.0
2021-07-12,83600.0,82600.0,83600.0,82500.0,351486.0
2021-07-13,83800.0,83800.0,83900.0,83300.0,314605.0
2021-07-14,82900.0,83300.0,83600.0,82900.0,320782.0
2021-07-15,83400.0,83000.0,83700.0,82800.0,307299.0
2021-07-16,83700.0,83000.0,83700.0,82900.0,263512.0
2021-07-19,83300.0,83500.0,83700.0,83000.0,263465.0
2021-07-20,82600.0,82800.0,83200.0,82500.0,394666.0
2021-07-21,83000.0,82900.0,83100.0,82600.0,362565.0
2021-07-22,82900.0,83000.0,83200.0,82700.0,357184.0
2021-07-23,82900.0,82700.0,83200.0,82700.0,226455.0
2021-07-26,82600.0,82900.0,83000.0,82500.0,264781.0
2021-07-27,82600.0,82500.0,82900.0,82500.0,301693.0
2021-07-28,82600.0,82700.0,82800.0,82400.0,313687.0
2021-07-29,82700.0,82900.0,83000.0,82500.0,215163.0
2021-07-30,82300.0,82500.0,82600.0,82300.0,346804.0
2021-08-02,82600.0,82600.0,82700.0,82300.0,231296.0
2021-08-03,82600.0,82500.0,82700.0,82200.0,311672.0
2021-08-04,83300.0,82600.0,83300.0,82500.0,324593.0
2021-08-05,82800.0,83100.0,83400.0,82500.0,412474.0
2021-08-06,82200.0,82600.0,82700.0,82000.0,599560.0
2021-08-09,81700.0,81700.0,82100.0,81600.0,468943.0
2021-08-10,81400.0,81600.0,81700.0,81400.0,358115.0
2021-08-11,81500.0,81400.0,81600.0,81200.0,370028.0
2021-08-12,81900.0,81700.0,82100.0,81600.0,362900.0
2021-08-13,81800.0,82100.0,82100.0,81400.0,522208.0
2021-08-17,82200.0,82000.0,82500.0,81800.0,480167.0
2021-08-18,81900.0,82100.0,82200.0,81800.0,261851.0
